,,Message,Target
Amazon,179,Don't buy this product.,0
Amazon,180,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0
Amazon,181,The sound quality is good and functionality is awesome.,1
Amazon,182,"I have this phone and it is a thorn in my side, I really abhor it.",0
Amazon,183,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
Amazon,184,Incredible!.,1
Amazon,185,Design Flaw?.,0
Amazon,186,Great phone!.,1
Amazon,187,Waste of 13 bucks.,0
Amazon,188,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
Amazon,189,The replacement died in a few weeks.,0
Amazon,190,Any ring tone..Overall good phone to buy..,1
Amazon,191,Lately they have been extremely nice and helpful on the phone.,1
Amazon,192,I have had problems wit hit dropping signal and more.,0
Amazon,193,Not impressed.,0
Amazon,194,"Light weight, I hardly notice it is there.",1
Amazon,195,You'll love how thin it is.,1
Amazon,196,Bad Choice.,0
Amazon,197,The pleather case doesn't fit.,0
Amazon,198,"useless phone, simply deaf.",0
Amazon,199,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1
Amazon,200,All in all I think it was a good investment.,1
Amazon,201,It makes very strange ticking noises before it ends the call.,0
Amazon,202,The best electronics of the available FM Transmitters.,1
Amazon,203,Battery lasts only a few hours.,0
Amazon,204,"great headset, very impressed - H500.",1
Amazon,205,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1
Amazon,206,I've had this for nearly 2 years and it has worked great for me.,1
Amazon,207,Good transmit audio.,1
Amazon,208,We are sending it back.,0
Amazon,209,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
Amazon,210,"If you hate earbugs, avoid this phone by all means.",0
Amazon,211,Great price also!,1
Amazon,212,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
Amazon,213,fast service.,1
Amazon,214,I would highly recommend this.,1
Amazon,215,I would recommend this.,1
Amazon,216,"I also didn't like the ""on"" button, it felt like it would crack with use.",0
Amazon,217,WORST PHONE EVER.,0
Amazon,218,I'm still infatuated with this phone.,1
Amazon,219,Freezes frequently4.,0
Amazon,220,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0
Amazon,221,"Simple, lightweight and great fit.",1
Amazon,222,"All in all, I'd expected a better consumer experience from Motorola.",0
Amazon,223,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0
Amazon,224,These are certainly very comfortable and functionality is decent.,1
Amazon,225,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1
Amazon,226,I'm a bit disappointed.,0
Amazon,227,"I have had this phone for over a year now, and I will tell you, its not that great.",0
Amazon,228,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0
Amazon,229,The battery is completely useless to me.,0
Amazon,230,What a big waste of time.,0
Amazon,231,Don't waste your $$$ on this one.,0
Amazon,232,Great sound and service.,1
Amazon,233,Really pleased with this product so far.,1
Amazon,234,One of my favorite purchases ever.,1
Amazon,235,best bluetooth on the market.,1
Amazon,236,Authentic leather with nice shine and comfort .I recommend you this case !!,1
Amazon,237,I was very excited to get this headset because I thought it was really cute.,1
Amazon,238,Do not make the same mistake as me.,0
Amazon,239,Big Disappointment with calendar sync.,0
Amazon,240,the phone was unusable and was not new.,0
Amazon,241,Worst Customer Service Ever.,0
Amazon,242,"No additional ear gels provided, and no instructions whatsoever.",0
Amazon,243,It defeats the purpose of a bluetooth headset.,0
Amazon,244,Worth every penny.,1
Amazon,245,Excellent wallet type phone case.,1
Amazon,246,Nice headphones for the price and they work great!,1
Amazon,247,Internet is excrutiatingly slow.,0
Amazon,248,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1
Amazon,249,"It's fits like a glove and is strong, secure, and durable.",1
Amazon,250,O my gosh the best phone I have ever had.,1
Amazon,251,It's very attractive and appears to be of good quality.,1
Amazon,252,I love all the features and form factor.,1
Amazon,253,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0
Amazon,254,poor quality and service.,0
Amazon,255,"The cable looks so thin and flimsy, it is scary.",0
Amazon,256,Great Earpiece.,1
Amazon,257,Excellent hands free tool.,1
Amazon,258,Great for using with your home stereo.,1
Amazon,259,Good product - incredible value.,1
Amazon,260,Only had this a month but it's worked flawlessly so far.,1
Amazon,261,Works great.,1
Amazon,262,Absolutel junk.,0
Amazon,263,THAT one didn't work either.,0
Amazon,264,Battery life is real good.,1
Amazon,265,Returned 8 hours later.,0
Amazon,266,It's a great item.,1
Amazon,267,Don't waste your money!.,0
Amazon,268,Love this headset!,1
Amazon,269,"Not only will it drain your player, but may also potentially fry it.",0
Amazon,270,Worked perfectly!,1
Amazon,271,Unreliable - I'm giving up.,0
Amazon,272,I gave it 5 stars because of the sound quality.,1
Amazon,273,Avoid this one if you can.,0
Amazon,274,Reversible plug works great.,1
Amazon,275,I wasted my little money with this earpiece.,0
Amazon,276,Very good phone.,1
Amazon,277,"Best of all is the rotating feature, very helpful.",1
Amazon,278,Comfort for our whole family.,1
Amazon,279,"Good product, good seller.",1
Amazon,280,I love this bluetooth!,1
Amazon,281,"First of all, it doesn't wear well.",0
Amazon,282,I am very impressed with this headset from Plantronics.,1
Amazon,283,I got it because it was so small and adorable.,1
Amazon,284,Great phone!.,1
Amazon,285,I wouldn't recommend buying this product.,0
Amazon,286,Piece of Junk.,0
Amazon,287,Poorly contstruct hinge.,0
Amazon,288,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1
Amazon,289,Great Phone.,1
Amazon,290,Don't buy it.,0
Amazon,291,Excellent Phone.,1
Amazon,292,DO NOT PURCHASE THIS PHONE.,0
Amazon,293,The voice recognition thru the handset is excellent.,1
Amazon,294,This is hands down the best phone I've ever had.,1
Amazon,295,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1
Amazon,296,This one works and was priced right.,1
Amazon,297,Customer service was terrible.,0
Amazon,298,Battery life still not long enough in Motorola Razor V3i.,0
Amazon,299,Sending it back.,0
Amazon,300,Now I know that I made a wise decision.,1
Amazon,301,Someone shouldve invented this sooner.,1
Amazon,302,Good price.,1
Amazon,303,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1
Amazon,304,I received it quickly and it works great!!,1
Amazon,305,Has been working great.,1
Amazon,306,"As many people complained, I found this headset's microphone was very weak.",0
Amazon,307,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0
Amazon,308,They do not care about the consumer one bit.,0
Amazon,309,"This is a good battery, and it got here really fast.",1
Amazon,310,The instruction manual is lacking.,0
Amazon,311,Also its slim enough to fit into my alarm clock docking station without removing the case.,1
Amazon,312,Phone now holds charge like it did when it was new.,1
Amazon,313,The battery is unreliable as well as the service use antena.,0
Amazon,314,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0
Amazon,315,We have gotten a lot of compliments on it.,1
Amazon,316,This is definitely a must have if your state does not allow cell phone usage while driving.,1
Amazon,317,I want my money back.,0
Amazon,318,I love this device.,1
Amazon,319,I am also very happy with the price.,1
Amazon,320,I ordered this product first and was unhappy with it immediately.,0
Amazon,321,The Ngage is still lacking in earbuds.,0
Amazon,322,I was able to do voice dialing in the car with no problem.,1
Amazon,323,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0
Amazon,324,"good item, low price.",1
Amazon,325,"However-the riingtones are not the best, and neither are the games.",0
Amazon,326,The plug did not work very well.,0
Amazon,327,AMAZON SUCKS.,0
Amazon,328,Rip off---- Over charge shipping.,0
Amazon,329,VERY comfortable.,1
Amazon,330,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
Amazon,331,The reception is excellent!,1
Amazon,332,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1
Amazon,333,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1
Amazon,334,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0
Amazon,335,Obviously there is a problem with the adhesive.,0
Amazon,336,Very disappointing.,0
Amazon,337,"It was an inexpensive piece, but I would still have expected better quality.",0
Amazon,338,It is practically useless and did not add any kind of boost to my reception after I bought it.,0
Amazon,339,Excellent sound quality.,1
Amazon,340,Was not happy.,0
Amazon,341,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
Amazon,342,New Battery works great in phone.,1
Amazon,343,Worst customer service.,0
Amazon,344,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1
Amazon,345,Reception is terrible and full of static.,0
Amazon,346,Good audio quality.,1
Amazon,347,This little device has transformed my organizational capability and made my life a whole lot easier.,1
Amazon,348,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
Amazon,349,Were JERKS on the phone.,0
Amazon,350,Works like a charm.. Works as advertised.,1
Amazon,351,"Comfortable, Nice Range, Good Battery Life.",1
Amazon,352,Their network coverage in Los Angeles is horrible.,0
Amazon,353,Excellent starter wireless headset.,0
Amazon,354,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0
Amazon,355,The only thing that I think could improve is the sound leaks out from the headset.,0
Amazon,356,"First off the reception sucks, I have never had more than 2 bars, ever.",0
Amazon,357,The phone gets EXTREMELY HOT!,0
Amazon,358,"The microphone also works well, but (according to people I have called) it applifies everything.",1
Amazon,359,Nice design and quality.,1
Amazon,360,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0
Amazon,361,"It is light, easy to use, and has very clear reception and transmission.",1
Amazon,362,"bad fit, way too big.",0
Amazon,363,It definitely was not as good as my S11.,1
Amazon,364,awesome device.,1
Amazon,365,Waste of money.,0
Amazon,366,"I had ordered a motorola data cable, got a very well finished and working product.",1
Amazon,367,Love This Phone.,1
Amazon,368,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1
Amazon,369,"I'll be drivng along, and my headset starts ringing for no reason.",0
Amazon,370,Display is excellent and camera is as good as any from that year.,1
Amazon,371,Battery life is also great!,1
Amazon,372,The worst phone I've ever had.... Only had it for a few months.,0
Amazon,373,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0
Amazon,374,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
Amazon,375,Protects the phone on all sides.,1
Amazon,376,This is a VERY average phone with bad battery life that operates on a weak network.,0
Amazon,377,"Clear Skype Calls, Long Battery Life, Long Range.",1
Amazon,378,Soyo technology sucks.,0
Amazon,379,Great Hands Free Device.,1
Amazon,380,"you can even take self portraits with the outside (exterior) display, very cool.",1
Amazon,381,Same problem as others have mentioned.,0
Amazon,382,After trying many many handsfree gadgets this is the one that finally works well.,1
Amazon,383,Magical Help.,1
Amazon,384,The worst piece of crap ever along with the Verizon customer service.,0
Amazon,385,Poor sound quality.,0
Amazon,386,The best phone in market :).,1
Amazon,387,It worked very well.,1
Amazon,388,The company shipped my product very promptly and it works well.,1
Amazon,389,Exactly what I wanted.,1
Amazon,390,The picture resolution is far below what other comparably-priced phones are offering today.,0
Amazon,391,This is a great deal.,1
Amazon,392,"Excellent product, I am very satisfied with the purchase.",1
Amazon,393,I highly recommend these and encourage people to give them a try.,1
Amazon,394,Better than you'd expect.,1
Amazon,395,"Using all earpieces, left or right, this thing will not stay on my ear.",0
Amazon,396,Great product and price.,1
Amazon,397,"Sounds good reasonably priced and effective, Its that simple !",1
Amazon,398,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
Amazon,399,what a disappointment,0
Amazon,400,Very prompt service.,1
Amazon,401,Excellent product for the price.,1
Amazon,402,Very pleased with this headset.,1
Amazon,403,don't waste your money and time.,0
Amazon,404,I especially love the long battery life.,1
Amazon,405,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
Amazon,406,Works great.,1
Amazon,407,Plantronics Bluetooth Excelent Buy.,1
Amazon,408,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0
Amazon,409,I'll be looking for a new earpiece.,0
Amazon,410,I highly recommend this device to everyone!,1
Amazon,411,Jawbone Era is awesome too!,1
Amazon,412,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0
Amazon,413,After a year the battery went completely dead on my headset.,0
Amazon,414,"I have used several phone in two years, but this one is the best.",1
Amazon,415,An Awesome New Look For Fall 2000!.,1
Amazon,416,This is the first phone I've had that has been so cheaply made.,0
Amazon,417,"Att is not clear, sound is very distorted and you have to yell when you talk.",0
Amazon,418,The plastic breaks really easy on this clip.,0
Amazon,419,Price is good too.,1
Amazon,420,Don't make the same mistake I did.,0
Amazon,421,Oh and I forgot to also mention the weird color effect it has on your phone.,0
Amazon,422,I'm using it with an iriver SPINN (with case) and it fits fine.,1
Amazon,423,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0
Amazon,424,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1
Amazon,425,"every thing on phone work perfectly, she like it.",1
Amazon,426,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
Amazon,427,IT'S REALLY EASY.,1
Amazon,428,My Sanyo has survived dozens of drops on blacktop without ill effect.,1
Amazon,429,Fantastic earphones.,1
Amazon,430,It finds my cell phone right away when I enter the car.,1
Amazon,431,Low Quality.,0
Amazon,432,I highly recommend this modest priced cellular phone.,1
Amazon,433,But it does get better reception and clarity than any phone I've had before.,1
Amazon,434,Warning - Stay away.,0
Amazon,435,I wish I could return the unit and get back my money.,0
Amazon,436,Awsome Device Works Great!!.,1
Amazon,437,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
Amazon,438,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
Amazon,439,Very Displeased.,0
Amazon,440,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
Amazon,441,They made this case too small and is very difficult to install.,0
Amazon,442,Restored my phone to like new performance.,1
Amazon,443,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
Amazon,444,"I searched the Internet, and found this one to be the best value.",1
Amazon,445,Does not fit.,0
Amazon,446,Very happy with this product.,1
Amazon,447,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1
Amazon,448,There's really nothing bad I can say about this headset.,0
Amazon,449,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
Amazon,450,Portable and it works.,1
Amazon,451,"My colleague & I now get great reception.A little expensive, but performance is great.",1
Amazon,452,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
Amazon,453,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0
Amazon,454,Not good when wearing a hat or sunglasses.,0
Amazon,455,Timely shipment and quality product.,1
Amazon,456,Nice solid keyboard.,1
Amazon,457,Very well made and fits my Surefire GX2 perfectly.,1
Amazon,458,Horrible phone.,0
Amazon,459,BT50 battery junk!.,0
Amazon,460,We would recommend these to others.,1
Amazon,461,Cant get the software to work with my computer.,0
Amazon,462,Disappointed!.,0
Amazon,463,poor voice clarity.,0
Amazon,464,The battery works great!,1
Amazon,465,No buyers remorse on this one!.,0
Amazon,466,Very disappointed in AccessoryOne.,0
Amazon,467,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
Amazon,468,"Looks great and is strong.""",1
Amazon,469,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1
Amazon,470,The update procedure is difficult and cumbersome.,0
Amazon,471,Disappointment.. I hate anything that goes in my ear.,0
Amazon,472,Great software for Motorolas.,1
Amazon,473,The delivery was on time.,1
Amazon,474,Very easy to use.,1
Amazon,475,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
Amazon,476,The volume switch rocketed out of the unit to a destination unknown.,0
Amazon,477,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
Amazon,478,I'd like to return it.,0
Amazon,479,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1
Amazon,480,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0
Amazon,481,"After charging overnight, these batteries work great.",1
Amazon,482,You won't regret it!,1
Amazon,483,I love this phone!.,1
Amazon,484,A Disappointment.,0
Amazon,485,Its not user friendly.,0
Amazon,486,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
Amazon,487,"Then I exchanged for the same phone, even that had the same problem.",0
Amazon,488,This results in the phone being either stuck at max volume or mute.,0
Amazon,489,This PDA rocks.,1
Amazon,490,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1
Amazon,491,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1
Amazon,492,I had Verizon 2 years ago and really liked their service.,1
Amazon,493,Pretty piece of junk.,0
Amazon,494,Plug was the wrong size.,0
Amazon,495,Works as described.,1
Amazon,496,Save your money.... I've had this item for 11 months now.,0
Amazon,497,Bad Purchase.,0
Amazon,498,WELL IM SATISFIED.,1
Amazon,499,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1
Amazon,500,This battery is an excellent bargain!,1
Amazon,501,Defective crap.,0
Amazon,502,I would have given no star if I was able.,0
Amazon,503,I wear glasses and it fits fine with them.,1
Amazon,504,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0
Amazon,505,I would not recommend this item to anyone.,0
Amazon,506,The holster that arrived did not match the photo in the ad.,0
Amazon,507,great...no problems at all!.,1
Amazon,508,"As an earlier review noted, plug in this charger and nothing happens.",0
Amazon,509,This frog phone charm is adorable and very eye catching.,1
Amazon,510,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
Amazon,511,The sound is clear and the people I talk to on it are amazed at the quality too.,1
Amazon,512,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
Amazon,513,"very good product, well made.",1
Amazon,514,Mobile Phone Tools are a must have.,1
Amazon,515,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
Amazon,516,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
Amazon,517,The phone is sturdy and waterproof.,1
Amazon,518,I am not impressed with this and i would not recommend this item to anyone.,0
Amazon,519,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
Amazon,520,Thanks again to Amazon for having the things I need for a good price!,1
Amazon,521,I ended up sliding it on the edge of my pants or back pockets instead.,1
Amazon,522,I had to go to a store and bought a new NOKIA phone which is working great.,1
Amazon,523,Works great!.,1
Amazon,524,REALLY UGLY.,0
Amazon,525,"horrible, had to switch 3 times.",0
Amazon,526,The noise shield is incrediable.,1
Amazon,527,No real improvement.,0
Amazon,528,Razr Battery - Good buy.,1
Amazon,529,Keep up the good work Amazon!!,1
Amazon,530,They refuse to refund or replace.,0
Amazon,531,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0
Amazon,532,So I basically threw my money out the window for nothing.,0
Amazon,533,Great case and price!,1
Amazon,534,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
Amazon,535,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
Amazon,536,"Small, sleek, impressive looking, practical setup with ample storage in place.",1
Amazon,537,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
Amazon,538,none of the new ones have ever quite worked properly.,0
Amazon,539,I am glad I purchased it.,1
Amazon,540,I've missed numerous calls because of this reason.,0
Amazon,541,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
Amazon,542,Don't buy this product.,0
Amazon,543,"sucked, most of the stuff does not work with my phone.",0
Amazon,544,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
Amazon,545,Worst software ever used.... If I could give this zero stars I would.,0
Amazon,546,Trying to make a call on these is an exercise in frustration.,0
Amazon,547,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
Amazon,548,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
Amazon,549,"I love the camera, it's really pretty good quality.",1
Amazon,550,Thank you for such great service.,1
Amazon,551,Its a total package.,1
Amazon,552,"The seller is very understanding and patient, I would definitely buy from them again.",1
Amazon,553,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
Amazon,554,It's AGGRAVATING!,0
Amazon,555,Great product for the price!.,1
Amazon,556,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
Amazon,557,Virgin Wireless rocks and so does this cheap little phone!,1
Amazon,558,"None of it works, just don't buy it.",0
Amazon,559,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
Amazon,560,Please dont waste your money.,0
Amazon,561,"All in all, I'm quite satisfied with this purchase.",1
Amazon,562,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
Amazon,563,Yet Plantronincs continues to use the same flawed charger design.,0
Amazon,564,Disapointing Results.,0
Amazon,565,Cumbersome design.,0
Amazon,566,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1
Amazon,567,Great Product.,1
Amazon,568,It's A PIECE OF CRAP!,0
Amazon,569,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0
Amazon,570,This fixes all the problems.,1
Amazon,571,Worst ever.,0
Amazon,572,I am very happy,1
Amazon,573,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
Amazon,574,"I can barely ever hear on it and am constantly saying ""what?""",0
Amazon,575,The battery life is highly unacceptable.,0
Amazon,576,That company is a joke.,0
Amazon,577,It does everything the description said it would.,1
Amazon,578,Due to this happening on every call I was forced to stop using this headset.,0
Amazon,579,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
Amazon,580,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
Amazon,581,"Voice Quality, Signal Strength, Dropped Calls.",0
Amazon,582,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
Amazon,583,Better than expected.,1
Amazon,584,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
Amazon,585,Battery is holding up well.,1
Amazon,586,Also difficult to put on.I'd recommend avoiding this product.,0
Amazon,587,"I only used it two days, and it wasn't always easy to hear with.",0
Amazon,588,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
Amazon,589,Sprint - terrible customer service.,0
Amazon,590,Linked to my phone without effort.,1
Amazon,591,THey are so cool!,1
Amazon,592,Easy to use.,1
Amazon,593,Better Than New.,1
Amazon,594,"What possesed me to get this junk, I have no idea...",0
Amazon,595,Piece of trash.,0
Amazon,596,A pretty good product.,1
Amazon,597,This is a great phone!.,1
Amazon,598,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
Amazon,599,Their Research and Development division obviously knows what they're doing.,1
Amazon,600,"The real killer is the volume, and of course it breaking.",0
Amazon,601,Those phones are working just fine now.,1
Amazon,602,I am more than happy with this product.,1
Amazon,603,Poor Construction.,0
Amazon,604,This is infuriating.,0
Amazon,605,"Overall, I would recommend this phone over the new Walkman.",1
Amazon,606,Sprint charges for this service.,0
Amazon,607,"It is cheap, and it feel and look just as cheap.",0
Amazon,608,It fits my ear well and is comfortable on.,1
Amazon,609,It doesn't work in Europe or Asia.,0
Amazon,610,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
Amazon,611,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
Amazon,612,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
Amazon,613,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
Amazon,614,the charger worked for about a week and then completely stopped charging my phone.,0
Amazon,615,Poor product.,0
Amazon,616,However I needed some better instructions.,0
Amazon,617,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
Amazon,618,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
Amazon,619,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
Amazon,620,DO NOT BUY DO NOT BUYIT SUCKS,0
Amazon,621,This is a great product..... sure beats using your fingers!.,1
Amazon,622,"Plus, I seriously do not believe it is worth its steep price point.",0
Amazon,623,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
Amazon,624,Very Dissapointing Performance.,0
Amazon,625,Don't make the same mistake that I did and please don't buy this phone.,0
Amazon,626,This phone might well be the worst I've ever had in any brand.,0
Amazon,627,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
Amazon,628,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
Amazon,629,Don't bother - go to the store.,0
Amazon,630,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
Amazon,631,I did not have any problem with this item and would order it again if needed.,1
Amazon,632,You get what you pay for I guess.,0
Amazon,633,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
Amazon,634,im surprised this is a good quality car charger and there's not much reviews about it.,1
Amazon,635,These are fabulous!,1
Amazon,636,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
Amazon,637,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
Amazon,638,Disappointing accessory from a good manufacturer.,0
Amazon,639,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
Amazon,640,Very wind-resistant.,1
Amazon,641,"Obviously they have a terrible customer service, so you get what you pay for.",0
Amazon,642,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
Amazon,643,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
Amazon,644,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
Amazon,645,Phone is sturdy as all nokia bar phones are.,1
Amazon,646,Great phone.,1
Amazon,647,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
Amazon,648,I'm pleased.,1
Amazon,649,Battery is terrible.,0
Amazon,650,I found the product to be easy to set up and use.,1
Amazon,651,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
Amazon,652,Utter crap.. Sound quality is TERRIBLE.,0
Amazon,653,"The charger arrived within the promised timeframe, but it did not work.",0
Amazon,654,"No ear loop needed, it's tiny and the sound is great.",1
Amazon,655,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
Amazon,656,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
Amazon,657,Talk about USELESS customer service.,0
Amazon,658,"It felt too light and ""tinny."".",0
Amazon,659,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
Amazon,660,I'm happy about this purchase- good quality and low price.,1
Amazon,661,I love the look and feel of Samsung flipphones.,1
Amazon,662,Its well-designed and very sharp -- the blue is a very nice color.,1
Amazon,663,Does everything it should and more.,1
Amazon,664,I could not recommend these more.,0
Amazon,665,Nice Sound.,1
Amazon,666,"Looks good in the picture, but this case was a huge disappointment!!",0
Amazon,667,Much less than the jawbone I was going to replace it with.,1
Amazon,668,Setup went very smoothly.,1
Amazon,669,its extremely slow and takes forever to do anything with it.,0
Amazon,670,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
Amazon,671,The first thing that happened was that the tracking was off.,0
Amazon,672,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
Amazon,673,Then I had to continue pairing it periodically since it somehow kept dropping.,0
Amazon,674,Can't upload ringtones from a third party.,0
