,clean_tweet,class,labels
3468,had to change my shit up on u hoes,1,offensive
3469,why the most ratchet bitches be talkin shit you all got nothing better to do but talk shit pick up the liq and hop on a dick,1,offensive
3470,a wise man once said damn i hate a bitch that like to argue nd shit,1,offensive
3471,tell that hating ass niggah to shut the fuck up,1,offensive
3472,    mom brought me mcdonalds for lunch i had all the bitches on me,1,offensive
3473,      i am sure this tweet will protect you from karmic payback bitch,1,offensive
3474,  absolutely agree with that statement it is just so amusing how angry it makes all these teabagger scumbags that alone is worth it,1,offensive
3475,  bitch it is going 3 mo weeks ,1,offensive
3476,almost everyone i met in   was absolute trash and if they support a republican government i hope they fucking die,1,offensive
3477,            low key miss you bitches ,1,offensive
3478,i beat the pussy up yg,1,offensive
3479,    dani alves uses his new gray hair to talk himself out of a yellow card telling the referee i am but a humble senior  ,0,non_offensive
3480,    what in the mother fuck is flappy bird,1,offensive
3481,          bitch you look like a shamu go back to seaword,1,offensive
3482,    you niggaz get so emotionaaaal you remind me of my bitch,1,offensive
3483,fake tits   a hoe  can u guess what i was    twitpic your halloween costumes  httptcoecs7nlekka ,0,non_offensive
3484,    side hoes shall only eat side dishes fo ye are what ye eatstraprinthions 1017,1,offensive
3485,hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch do not even kno,1,offensive
3486,    they played a great job who is the retard now  ,1,offensive
3487,    bitch think she know everything ha,1,offensive
3488,    yes yes i know all about the fob reconciliation it was my idea you are welcome,0,non_offensive
3489,      mutha fuckahs better bring me all the brownies ever,1,offensive
3490,i really do not like that nigguh paul tho,1,offensive
3491,charlie furbush    ,0,non_offensive
3492,    all bow wow hoes on the stage lol,1,offensive
3493,       not playen that side niggah shit with mine  ,1,offensive
3494,  i wish you wood like a tree in this bitch,1,offensive
3495,whops   yardie go smoke a blunt and tell a nigga to come through you are stressed,1,offensive
3496,u should be here wit me bitch,1,offensive
3497,this bitch     httptcopsfpugys1g,1,offensive
3498,    bitch i got plans to fuck tonight i said friday nigga,1,offensive
3499,4th     beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years,1,offensive
3500,  i love white noise and love delillo i  resisted reading house of leaves for years it mocks me on my shelf,0,non_offensive
3501,    no one wants an ugly nigga so you have got him all to yourself no more stressing over hoes  lt  lies ,1,offensive
3502,    bitch got me acting crazy as hell lately,1,offensive
3503,    them hoes come them hoes go it is a revolving cycle  ,1,offensive
3504,seen glo eat a twat on stage watching that shit and get eaten in the middle of a populated concourse if i aint mistaken,1,offensive
3505, is that ya bitch ,1,offensive
3506,bye bitch,1,offensive
3507,      the power thrust httptcohxmlh6qxqb  really in that hoe omg  ,1,offensive
3508,     ,0,non_offensive
3509,poor leohe cannot help havin resting bitch face i feel ya home skillet biscuit,1,offensive
3510,these hoes aint loyal   ,1,offensive
3511,twitter has taught me that there are so many bitch made niggas in the world do not be fooled,1,offensive
3512,the ugliest bitches swear they bad but  ,1,offensive
3513,      you can be skinny and still be ugly stop acting like being thin is beautiful dumb bitch    ,1,offensive
3514,    i am a   lil bitch,1,offensive
3515,        let us go pick up dat bitch she only 10 dollars lol hml brogod,1,offensive
3516,every time i fuck i gotta hit me least like two bitches,1,offensive
3517,    idc how cute you are that shit dont matter if you got a trash personality,1,offensive
3518,  bitch i do not wanna talk i wanna fight your pussy ass,1,offensive
3519,why these hoes always tryna be bitches do not they know that hoes cannot be bitches cause they hoes  ,1,offensive
3520,all the bad bitches are in the gym between 91 u know why they aint got no job,1,offensive
3521,    your tweets remind me of the times when we did the oreo milkshake runs  1am in the morning     ,0,non_offensive
3522,that bitch cur my hair way to short,1,offensive
3523,  let us hang out nigger,1,offensive
3524,        hoodie is a little bitch when was the last time you heard about hoodies team mike put all hi ,1,offensive
3525,fuck all that huggin and kisses i fuck all they bitches,1,offensive
3526,                bow wow look like the stress of saving a hoe is wearing him down httptcos ,1,offensive
3527,my slap a bitch sense is coming  ,1,offensive
3528,    had to charge my ipod fuck the redskins,1,offensive
3529,    just think if alex won some games  that sorry son of a bitch will never win us a game,1,offensive
3530,man that nigga courage always bein a bitch hit dat shit lil nigga httptcok3cb7yvvgy,1,offensive
3531,another season of retweeting every one of   s yankee tweets  ,0,non_offensive
3532,    dis hoe bri will fuck up a wet dream  pop up in the dream like httptcoasiqg6ebpb,1,offensive
3533,and i was like yeah bitch,1,offensive
3534,  hbic head bitch in charge lol,1,offensive
3535,    bitch httptcogluug7qz2p,1,offensive
3536,      pussy,1,offensive
3537,  spanish bitches suck dick by 11 and have babies by 15 because they are already fine and dressing slutty,1,offensive
3538,      yeah bitches httptco2pp9rbohy4 ,1,offensive
3539,  half you all hoes still got nut in you all baby hairs  shut up   httptcoyyfcnfqzpc,1,offensive
3540, jus meet son now he ya mane ass bitches   ,1,offensive
3541,    sterling is a cunt my point is simply until everyone has privately taped conversations released shut the fuck up,1,offensive
3542,    i am not lickin that mini fro bitch ,1,offensive
3543,dats why u cannot pass up on bitches cuz dey ah make it seems like u sweating demman u knw dat man could have fuck u,1,offensive
3544,my mom wants to buy a zebra like for reals,0,non_offensive
3545,come get this catfish pussy,1,offensive
3546,the early bird gets the worm but the second mouse gets the cheese,0,non_offensive
3547,glenladen got life flight to osu and they are saving him do not mess with the birds  ,0,non_offensive
3548,i once tried to be everything this bitch said she wanted in a man that shit did not get me anywhere,1,offensive
3549,actually i am gonna have   train her to be a fag do not you dare bring a boy into my house you slutyou scissor like a good girl,1,offensive
3550,    not as bad as a former psyqo nigger that likes anime,1,offensive
3551,you could be viewing the future through rosecolored glasses t more for libra httptcouoon09k1dq,0,non_offensive
3552,        you bitch benito i thought i was the only one,1,offensive
3553,i aint mad at you bitches thats what hoes do,1,offensive
3554,i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know you are a faggot what would you sell ,1,offensive
3555,  you are a bitch lol,1,offensive
3556,vice news interview with the canadian jihadi has the poem i translated f4 u as its sound track httptco7gebzu4paz httptcowwl05orih6,0,non_offensive
3557,    i play soccer cheat on girls and wear khaki coloured cargos haircut httptcotycihd6pkw  yes lmfao ,0,non_offensive
3558,can someone please explain to me why are the birds so angry amp destroying pigs homes,0,non_offensive
3559,    you know how in superhero stories the best insult for superheroes dumb mooks can come up with is dogooder  ,0,non_offensive
3560,these cheetos taste likka steak right nah boy these bitches going dumb,1,offensive
3561,    and on the 7th day god said these hoes are for everybody,1,offensive
3562,    i am not going out my way 2 make sure bitches know nothing  just pay attention ,1,offensive
3563,im tired of seeing this disturbing bitch with 3 tits,1,offensive
3564,    okay but i am the shit hoe,1,offensive
3565,  report me for what bitch you need to read the twitter rules and guidelines this aint facebook cunt,1,offensive
3566,like my 3rd grade teacher used to say you either eat pussy or you are one what is it gonna be    ,1,offensive
3567,sneaky hoes httptcoypqpmdpfgg,1,offensive
3568,    i want to leave but he said he was going to eat my pussy  now i am afraid to go and leave my cat alone with him,1,offensive
3569,  so that history test made me its bitch   haha,1,offensive
3570,  go get that sum bitch,1,offensive
3571,real nigga shit she wanna be a righteous young rich nigga bitch,1,offensive
3572,    well looks like i will be buying you two a big bitch box of busch na  ,1,offensive
3573,this good     httptcofa02a3avxq,0,non_offensive
3574,i might need to get some hoes,1,offensive
3575,  we do not send pussy ass cowards to old sparky,1,offensive
3576,boy a bitch still aint got the proper amount of sleep  ,1,offensive
3577,    damn girl u is a straight hoe ,1,offensive
3578,this music is trash,0,non_offensive
3579,motherfuckas tryna hate on my whip acting like they got cooler interiorlight up speakers hell nah bitch boys httptcotrbopwkaug,1,offensive
3580,i want all my hoes back,1,offensive
3581,  man what about wilson being the 2nd black qb to win a chip talkn about trash talk no shine for russell,0,non_offensive
3582,    i went to gnc today and the cashier had bitch we do not sell chocolate cake here written all over her face when she looke ,1,offensive
3583,texting this bitch like she main material fuck that shit  she finna get these youza hoe text,1,offensive
3584,omfg this tattoo hurts like a bitch  ,1,offensive
3585,  i can turn yo bitch into a eaterrrrrrrrr,1,offensive
3586,bitch you be lagging lol  ,1,offensive
3587,she say her pussy hairy  i wana see  ,1,offensive
3588,the devils been sending his workers to get at me lately pussy fuck boy try harder cannot letem throw me off my 1 2ssss,1,offensive
3589,  cry over lost pussy more emotional than a sissy they get out amp front on hoes simple minds amp point brothas like me out,1,offensive
3590,hate dat hoe,1,offensive
3591,lololol joey lattimes phone just called him retarded,1,offensive
3592,          i see you guys kicked this long haired faggot out your lil video game team,1,offensive
3593,  yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one mexican in this city full,1,offensive
3594,      after you spread that filth of urs to that white dog he amp the good ol boys were ltao on fuckin a monkey,1,offensive
3595,girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,1,offensive
3596,    where did you get the beauty scar tough guy eating pussy   ,1,offensive
3597,    yall hoes love football,1,offensive
3598,    chest tattoos on females are trash ,0,non_offensive
3599,  she made fun of a suicide attempt mellie aint that bitch to fuck with this season,1,offensive
3600,    these judges are fuckin retarded,1,offensive
3601,     you a pussy i see yo whiskers,1,offensive
3602,    corny sex being having you wanna kill that bitch right then amp there  ,1,offensive
3603,money pussy amp freedom ,1,offensive
3604,          a piece of pussy httptcobcwit2nuz5,1,offensive
3605,  would last 15mins if they let the president talk all that standing up clapping is for the birds,0,non_offensive
3606,    she can stay as close as she pleases nigguh,1,offensive
3607,    guys say   wear leggings if you don  got no ass  ampi see you pussies walking around in muscle shirts without any mus ,1,offensive
3608,    oh i would have stood up fall back hoe,1,offensive
3609,i dont mess with sneaky ppl nd they hoe intentions,1,offensive
3610,fuck you bitches who send dudes to child support court just because you are petty,1,offensive
3611,    kim kardashian is making 200 million from in app purchases from her game and you all call her dumb bitch she is a damn gen ,1,offensive
3612,          so you gonna believe mea cripple or a fuckn hippo,1,offensive
3613,   still should have walked over and said something pussy,1,offensive
3614,  i love her too much maybe one of my bitchier birds,1,offensive
3615,  stop looking porn fag,1,offensive
3616,    victoria  real secretfive nipples and a sideways vagina,1,offensive
3617,  lmao let us hangout this weekend hoe,1,offensive
3618,  if the bitch do not like it she cannot be my bitch,1,offensive
3619,   i got them bitches snowboarding to me  ,1,offensive
3620,if you like   or   and you tweet bad about   are a fuckin    ,1,offensive
3621,        nigga messed with the wrong bitch    ,1,offensive
3622, you all hoes get turned on for no reason   be like  owieee he got tats  he bang  wifi with no password   my httptcovxads6boha,1,offensive
3623,    just saw ashton hardly anyone cared waiting for harry   wtf  bitch i would be all up in ashtons grill you feel,1,offensive
3624,  bitch get naked works 10 times out of 10 if she is drunk ,1,offensive
3625,imma get home around 0300 problem is it is a coon leaving the bar that drank 7 shots of crown royal think he still can drive,1,offensive
3626,njsole sole sauce get those soles icy again httptcokl5kbdibkh,0,non_offensive
3627,    some of them bitches give you more than a virus,1,offensive
3628,      rick james aint even slap his bitches that hard,1,offensive
3629,lmfao this is some straight up retarded shit up in here,1,offensive
3630,you thought i was playin when i cut that bitch off,1,offensive
3631,                 tiny jihadi httptcopdikbrvcj8,0,non_offensive
3632,just saw wat   did to my car t bitch,1,offensive
3633,  i was a fag back then,1,offensive
3634,    my pussy is totes adorbs when she jumps on my bed with litter stuck to herthe cat is fucking annoying when she does it,1,offensive
3635,  bitch,1,offensive
3636,  are we doing mad libs now cool uh twinkie 35 long dj pon3 cameo magic  crystal tree  ,0,non_offensive
3637,  ya nigs out there still saying you all do not eat butt with a straight face,1,offensive
3638,  your man looks terrified in that picture do you beat him or just treat him like a regular bitch,1,offensive
3639,wayne crazy new orleans ass nicca lol,1,offensive
3640,    awww dis sellout nigguh still talking,1,offensive
3641,    nosey ass hoes  i hate em always finding shit but cannot find a man to date em  ,1,offensive
3642,  that was not as bad though drawing conclusions about white america based on a 1000 person poll is a slippery slope,0,non_offensive
3643,yes i am a hairy white man with redneck tendencies who absolutely loves aretha franklin fuck you hater,1,offensive
3644,lmaooooo relax     590 on ya mark bitch ass roll tide fuck the state of texas,1,offensive
3645,  it is idiotic opinions like this that make polls less than trash polls were not a problem when people with integrity were voting,0,non_offensive
3646,some of you bitches are dumbbbb,1,offensive
3647,  yea that always looks niceall the monkey faced women a see around santa monica looks better than natural beauty  ,1,offensive
3648,a random am scroll lands me here    charlie horses durin sex just simply means you did not drink enough water that day,0,non_offensive
3649,  your mouthyour pussyyour assmy dickand a sandwich after we fuckwhat kinda question is that,1,offensive
3650,    u r gey af but you are my boy i am glad i am close with you you dumb bitch  how guys say i love you  ,1,offensive
3651,  white bitch,1,offensive
3652,    chance acid rapper soccer hackeysacker cocky khaki jacket jacker slap happy faggot slapper,1,offensive
3653,playing with my money is like playing with my emotions niggas do not believe i guess we going to find out then hoe ass niggas,1,offensive
3654,    your pussy looks like it died six months ago,1,offensive
3655,  nah that shit gets me heated i have the smartest mouth and know what i am doing and get called a retard i am done playing games,1,offensive
3656,bitches will be bitches,1,offensive
3657,watch the blacks and whiggers cryhttptcoemluwbbogw,1,offensive
3658,hahaha high school what a joke more like fake bitches an dumb niggas gather here,1,offensive
3659,like damn hoe i gave you a chance when you was average why you aint beauty make over when we was together,1,offensive
3660,they say i would not make it now them same bitches is calling my cellular,1,offensive
3661,  i got your moms ass on my breath pussy ,1,offensive
3662,      look ghetto but it work httptcochrvw9dpca ,0,non_offensive
3663,  those hoes aint loyal,1,offensive
3664,when i am a relationship i am erasing twitter cuz it is to many bitches that are accessible i gotta the hormones of a 13 year old home alone,1,offensive
3665,        it is bout that time were i feel like beening a hard working woman and a stripper hoe by night do ,1,offensive
3666,  also nack which autocorrect changed so i am putting my phone in the trash and going to sleep,0,non_offensive
3667,    a milf is a sexy ass mom over 35 if you are 20 you are just a bitch with a baby,1,offensive
3668,maybe i will love you one day maybe we will someday grow till then just sit your drunk ass on that runway hoe,1,offensive
3669,cus you gt d hoes,1,offensive
3670,why does msnbc have a news show that is 100 opinion amp right wing talking points joe the nation is with pbo not u teabaggers  ,0,non_offensive
3671,cunts cunts everywhere,1,offensive
3672,i had 14 fags in the space ae 3 hours excuse me    ,1,offensive
3673,da house next door to me been sold to honkies,1,offensive
3674,      if you want me to expose some more bitches httptcomgzjpp0rfs,1,offensive
3675,versace bird feeder,0,non_offensive
3676,  bitch what i did show up then i tweeteddm texted then called u and i asked u were tryna meet up bitch ur fucking weak,1,offensive
3677,birthday today bitches and i gotta work ,1,offensive
3678,i am sick of niggas lying i am sick of bitches hawking matter of fact i am sick of talking rip big httptcowq5yxwghd9,1,offensive
3679,  amp you got cancer hoe,1,offensive
3680,    texting bitches at 1112 making their wish come true,1,offensive
3681,    youzza bitch,1,offensive
3682,  fuck yo bitch ass then,1,offensive
3683,you you will never catch me in public with a chick that got an iphone 4s i am only seen in public with classy bitches,1,offensive
3684,    conan obrien mocks the new call of duty game while getting killed repeatedly httptcogfcsarhtjt,0,non_offensive
3685,    when you see a bitch nigga subtweet you httptcoeclojovwg7,1,offensive
3686,  oomf so fuckin fine tho   dam  her do not be no bitch,1,offensive
3687,if i do not like that hoe i turn her ass into a frisbee,1,offensive
3688,i roll a blunt better than the bitches in havana  cause i am the king round here ,1,offensive
3689,  dumb ass hoe,1,offensive
3690,bros before hos  and there i was with my bros without any hos,1,offensive
3691,    omg seriously do bitches still love sosa,1,offensive
3692,yes yes yes that is all you gone hear never met a hoe yet that a tell me no,1,offensive
3693,so whatcha say hoe you know im the hoe,1,offensive
3694,  that is a dragon you retard,1,offensive
3695,  bitch u forcin it talkin about my family and shit watch out,1,offensive
3696,  i am always there bitch,1,offensive
3697,    c is for cuntu is for ur a cuntn is for not sure u know this but ur a cuntt is for turn around bitch ur a cunt,1,offensive
3698,what a hoe,1,offensive
3699,special thanks to tina charlie and staff at waverly hills thanks to everyone that dedicated time to make the httpbitlyakyqk2,0,non_offensive
3700,    dont no nigga want a broke bitch  ,1,offensive
3701,    i am a zebra amongst the sheep,0,non_offensive
3702,        are you kidding   just lost my fave program take a belt to that bitch,1,offensive
3703,debating feminism with a gay professor uninformed girls and low iq rednecks is not my idea of a fun wednesday night,0,non_offensive
3704,  u feel like dumb ass do not u pussy boy,1,offensive
3705,these niggas out here bitchin tell em suck sumn these bitches see my vision tell em fuck sumn,1,offensive
3706,    if u can  deal w what we go thru  then i got bitches lined up i got an ego too,1,offensive
3707,  oh u can dog her out but do not show that hoe no love if u doing it with ya ol lady,1,offensive
3708,    you boys sure come up wit some crazy names in my day we never talked about no faggots,1,offensive
3709,well bitch biology said  ,1,offensive
3710,  those trash snd stars would scrape ur team in snd and most pro teams,0,non_offensive
3711,man arrested after 40 opened nip bottles of vodka found in car httptcovtussbghbr,0,non_offensive
3712,    historical point cracker was a term for the irish settling in the woods of the midatlantic hardly offensive,0,non_offensive
3713,she gotta shape up her pussy lips tho   whole wheat organic pussy httptcokq0r0a7z2g,1,offensive
3714,one thing i love about my relationship is we have an understanding that we do not like cute shit cute is for the birds,1,offensive
3715,jay z  takeover amp u do not know live  home amp home concert yankee stadium httptco4euk80ulis via  ,0,non_offensive
3716,them shits ugly hoe          all these nuggets amp u still actin chicken httptcotry8lvyo9o,1,offensive
3717,  mite hit the rec i know cell marcus and jax gone try to hit that hoe,1,offensive
3718,alex smith such a got damn bitch man,1,offensive
3719,use to trap them birds now i am fly like a birdddd,0,non_offensive
3720,    i will continue dis later i will be back bitch,1,offensive
3721,    man get yo bitch ass out my mf mentions man with all tht bs u trippin,1,offensive
3722,who is ready for nigger spam,1,offensive
3723,      i know cunt nugget  ,1,offensive
3724,that ass got a niggah hypnotized,1,offensive
3725,    we all know you are fucking a bitch right now lol,1,offensive
3726,    my car insurance is trash ,0,non_offensive
3727,longway bitch,1,offensive
3728,  hell no cause brad still walked away like  yeah i fucked that niggas bitch   ,1,offensive
3729,  pop wop and drop it tho,0,non_offensive
3730,bitches be like niggas aint shit  naw bitch maybe you just aint shit,1,offensive
3731,    bitch ion talk to 3   shit ion even talk to 1 can you even name 1  lol,1,offensive
3732,    when they run out of dick inside the pussy     how do straight dudes know if their dick is small,1,offensive
3733,  how bout them cowboys shutup pussy,1,offensive
3734,it is not a sin to have a interchangeable bezel but when that bitch do not screw back on   ,1,offensive
3735,god dam man that freestyle is so retarded that its fumny af omg,1,offensive
3736,    you know all these bitches who posted pics for zeeti are in the shower like jim carey in ace ventura after he found out ei ,1,offensive
3737,how you livin hoe,1,offensive
3738,  man some of these bitches are in denial about it  ,1,offensive
3739,    cannot give these hoes a inch cuz they will try to take mile,1,offensive
3740,i try to pass him up get in carpool passing him he is just looking at me like i am playing a game do i waved hi idgaf do not fuck w me bitch,1,offensive
3741,  i laugh oreos and lady gaga on a sunday day,0,non_offensive
3742,this new shit i am workin on yea nigguh,1,offensive
3743,        my chest     kobe getting docked 100k for calling ref a faggot     what do you all co ,1,offensive
3744,just got shit on by a bird  ,1,offensive
3745, on twitter say she ridin for a niggah    that is why i really fuck with her  she down to pull the trigger   ,1,offensive
3746,this bitch wanna smoke all of my weed,1,offensive
3747,well isnt that a bitch 2 wildcards are going to the  ,1,offensive
3748,gabbys a bitch and has three accounts,1,offensive
3749,honestly i think i would trash that young man and i will fuck his bitch and i will smack his mother prolly shot his ugly ass dog,1,offensive
3750,      ibs irritable bitch syndrome  i have this,1,offensive
3751,little bitty bumble bee    httptcowgyl5upjqq,0,non_offensive
3752,bad lil bitch aint never seen her,1,offensive
3753,    i aint chasin no hoes i got asthma lol ,1,offensive
3754,cannot neva be a sucka for no bitch that aint me,1,offensive
3755,me when folks try to come for me   ok hoe cool httptcoqdufivvwha,1,offensive
3756,flappy bird on bull,0,non_offensive
3757,    this bitch came to the club with a broken neck bitch you serious httpstcoa9ynuopyvy,1,offensive
3758,    when i hear a baby cry at a restaurant i can literally feel my pussy slam a door closed and throw out the gone fishing ,1,offensive
3759,  message me hoe i need to plan stuff,1,offensive
3760,    my uncle taught me abt sex he said the birds fuck the bees then he told me he banged a girl so hard her freckles c ,1,offensive
3761,sorry about the spam but i dare you to search nigger on twitter and not laugh impossible,1,offensive
3762,  bitch do not reply ,1,offensive
3763,hey if i stir a spider rockstar and monster together and chug it would i definitely be hospitalized or just maybe asking for a friend,0,non_offensive
3764,  i might fuck around and fuck yo bitch   eat her ass when your steal her so you you will be a real ass nigga,1,offensive
3765,id rather be your niggah,1,offensive
3766,sexy japanese slut fingers and toys her pussy on the steps squirting her juice all  httptcosvs8idzjyp,1,offensive
3767,you gotta block dumb hoes,1,offensive
3768,  finished the essay and the quiz bitch,1,offensive
3769,  ununnnn what plans text me niggah,1,offensive
3770,    this bitch lying to me   yess,1,offensive
3771,a real nigga aint complete without a real bitch,1,offensive
3772,homemade soup is very good with vegetables on the side with crackers httptcolirwgwkdze,0,non_offensive
3773,is dare any colored players in hockey,0,non_offensive
3774,  bitch cause u wanted to fight and you did not show up and tryna make a bet and shit get yo friendly ass off my twitter,1,offensive
3775,somebody put a sticker on my dogs cheek   bitch,1,offensive
3776,    i thought he would think it was cuteyou know like when you shut your clam up for 5 minutes  ,0,non_offensive
3777,    rt if ur a sassy ass bitch,1,offensive
3778,  oh you cute you fancy bitch,1,offensive
3779,i fight for what i love but you make something of bitches i think nothing of,1,offensive
3780,porcha grandma really like a nig for real i should have tried to hollar fo real,1,offensive
3781,where would me life be without god and   i would probably be living in a trash can haha ,0,non_offensive
3782,prejudice a preconceived awareness based on a majority of interactions the negative slant comes from libs self preservation is the basis,0,non_offensive
3783,    lmao how niggas be with the side hoe httptcoy0sja0dyfm,1,offensive
3784,    this is my beach bitch   httptcoueqoeylafp,1,offensive
3785,teeth can make or break a person you could be a 10 and have yellow teeth and immediately drop to a 2,0,non_offensive
3786,the question alone     what city got the most bitches with gold teeth,1,offensive
3787,  your mind is free and your soul satan will present to u in his kingdom the things that mock u stay strong in yahshua,0,non_offensive
3788,gonna have them pussies mix up some concrete today teach them to pose like me i am a badass motherfucker and i will let you be too ,1,offensive
3789,    where is d hoes   ,1,offensive
3790,  lmao yeah bitch that lil shit ripped ,1,offensive
3791,imma knock the pussy out like fight night,1,offensive
3792,  lmaooo roosters is hot trash bro u know it,1,offensive
3793,  lmaooooooooooo this nigga   httptcoaanpsujmyi ltbitch want likes for some depressing shitfoh,1,offensive
3794,now the bitch tryin to do vids too gurl sit cho ass down,1,offensive
3795,  might havti give you a visit this cunt is not going to have a family when im done,1,offensive
3796,    eli manning is fucking trash rap,1,offensive
3797,darf retarded lol,1,offensive
3798,  aww man we had a ball small lil affair set that bitch out,1,offensive
3799,ima side bitch from time to time and i stay in my place,1,offensive
3800,cuz if it is trash i am bashing it at saying he need to go back to jail,0,non_offensive
3801,    just swing   that is why i fucked yo bitch i meanwhat can you say back to that,1,offensive
3802,jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now  ,1,offensive
3803,i want to paint but faggot will not paint with me,1,offensive
3804,with birds ill share this lonely view,0,non_offensive
3805,    i am trynna find me a wifey type not a hoe type,1,offensive
3806,    why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on,0,non_offensive
3807,    i just roasted a hoe,1,offensive
3808,    a good woman comes around every 3 bitches a good man comes aroundwell u get the point,1,offensive
3809,only a couple of red sox have gotten past first base i am dying laughing maybe the yanks need to teach them some game,0,non_offensive
3810,i put her pussy on the map,1,offensive
3811,these pussy ass niggas aint bout that life,1,offensive
3812,    lol i have an obsession with smell goods candlesplug insspraythe smelly good wax thingyspussy,1,offensive
3813,    all trash to me,0,non_offensive
3814,everybody   was bout to fuck a fat bitch,1,offensive
3815,  i could fuck a bowl of graham cracker cereal,1,offensive
3816,  awwww do not be a pussy ill show u was good with that turbo lol,1,offensive
3817,i am a light skin niggah  ,1,offensive
3818,that crow has socks,0,non_offensive
3819,    i am honestly surprised some of u guys have ever seen a pussy,1,offensive
3820,ig be the bid bitches an these dumb ass faces lol,1,offensive
3821,        worse yet u meet a bird with a nice ras and you are like something about u looks familiar lol ,0,non_offensive
3822,  that hoe over there,1,offensive
3823,fuck these bitches     stop women bashing     them women do not exist in this generation,1,offensive
3824,  lol toughen up pussy,1,offensive
3825,    seeee     let that bitch hop in your mentions one more time hear httptcovqhwqhvnwb,1,offensive
3826,    you cannot question snoop dogg he a og he told us not to love these hoes,1,offensive
3827,    congrats to derek jeter who will start at shortstop in his 14th and final allstar game   httptco5nhtjox ,0,non_offensive
3828,      the extra shit i am seeing that hoe this weekend,1,offensive
3829,  thanks little fag  ,1,offensive
3830,this lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf  httptco2ldiha2a3a,1,offensive
3831,cannot get no money from me you silly hoe,1,offensive
3832,    when i die on flappy bird httptcohknutfdvjz,0,non_offensive
3833,  god teeth  gold chainwhite bitches  cocaine,1,offensive
3834,  fuck wit us and then we tweakin hoe shmurda,1,offensive
3835,  sick bitch,1,offensive
3836,hahahhahaa     your boyfriend trash ma stop tryna convince yourself otherwise in these tweets,1,offensive
3837,  your update for my s3 pretty much broke 4g and made it absolutely annoying and retarded,1,offensive
3838,some call me the song bird of my generation,0,non_offensive
3839,    not a one       lmaooooooo never saw a bitch at a deltron concert blood,1,offensive
3840,  grand opening    top class   oriental massage   perfect   httptcodmxplroaj2,0,non_offensive
3841,    do not be a bitch to someone who can out bitch you,1,offensive
3842,tom brady is the biggest pussy in the nfl by far,1,offensive
3843,i am a redneck but without the homophobia and racism,0,non_offensive
3844,she make me wanna take things slow but i cannot even trust a hoe,1,offensive
3845,    this bitch got a body like trey songz   httptcoksiqmy4w8d,1,offensive
3846,he so trash     cary williamsc got carried lol,0,non_offensive
3847,lt nudes are trash,0,non_offensive
3848,    i like where ur domes at  ,0,non_offensive
3849,    what does the fox say bitch,1,offensive
3850,  i think its about   trying to be the most   what we in socal call wiggers    ,0,non_offensive
3851,    it is your girls friends that you gotta watch out for those the bitches that be tryna encourage her to leave you,1,offensive
3852,real niggas let real bitches cum first  ,1,offensive
3853,my lil bitch a vet she say she need a dog,1,offensive
3854,a message for all of humanity  charlie chaplin       httptcoitdircnt7y,0,non_offensive
3855,me and my big ol titty bitch   httptcohgmdurjfyt,1,offensive
3856,isley brothers got me alot of pussy boy take notes,1,offensive
3857,    best friend being a hoe yaaas hunty hoe it up slaaaayystranger being a hoe you are so trashy you are what is wrong wit ,1,offensive
3858,    i said thin mints bitch httptcoyrvqjxeyqo,1,offensive
3859,ewww bitch    ,1,offensive
3860,        rather than believe that there was a man who was the very definition of good u mock it,0,non_offensive
3861,    i do not want my man txtn tlkn lookin yet alone speakin to you hoes i am not insecure at all you all hoes cant be trusted,1,offensive
3862,her pussy sweeter then some fresh fruit   she gushin i drink the best juice  ,1,offensive
3863,  meet up so i can molly whoop yo bitch ass,1,offensive
3864,    seton catholic where their own students talk trash about how low of a division there football team is in,0,non_offensive
3865,  in every cartoon theirs alway a   saving these hoes lmao httptco9ukd8wtz6x lmao damn captain saveahoe,1,offensive
3866,  what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,1,offensive
3867,i do not chase no bitches just chase my  ,1,offensive
3868,    how bitch how  httptcofcqfdki4zn,1,offensive
3869,  damn i just got called a hoe,1,offensive
3870,  nigga i was there at 542 i went to go get my homeboy and i texted u at 550 naw u a bitch,1,offensive
3871,i like good weed i like bad bitches that can roll it,1,offensive
3872,low info people are pissed oh no dumb fucks race baiting bitches,1,offensive
3873,rt if u remember when steve from blue clues left us with that other bitch ass nigga joe httptcojxtvd6dvdu,1,offensive
3874,breezy gotta sleep this hoe,1,offensive
3875,    i am only back cause i do not wanna see the boys lose to trash  ,0,non_offensive
3876,  this is my female grand champion jesse she heard a bird outside httptco1oinieej9c,0,non_offensive
3877,    how close i am to slapping a bitch httptco1aih4bfcxk,1,offensive
3878,see you fags in 8 hours,1,offensive
3879,        bitch you not coming httptcogxpfolusxb ,1,offensive
3880,we live in a world where drake can steal your hoes and make fun of you shit crazy,1,offensive
3881,  lick my pussy and ma crack,1,offensive
